build_id,agent_id,cpu_utilisation,memory_utilisation,busy_percentage,available_agents
BUILD-0962,agent-central-01,49.5,69.6,79.5,4
BUILD-0963,agent-west-02,70.2,70.7,67.5,2
BUILD-0964,agent-east-03,61.5,51.4,65.4,3
BUILD-0965,agent-central-02,68.3,66.8,65.3,2
BUILD-0966,agent-east-04,73.1,72.2,90.7,0
BUILD-0967,agent-west-05,98.4,91.5,90.6,0
BUILD-0968,agent-west-03,35.3,44.8,62.7,4
BUILD-0969,agent-central-03,49.3,68.4,59.9,2
BUILD-0970,agent-west-04,40.2,62.1,55.0,4
BUILD-0971,agent-west-05,74.7,68.9,81.9,1
BUILD-0972,agent-west-02,77.9,59.2,60.2,1
BUILD-0973,agent-central-02,76.6,48.9,65.7,3
BUILD-0974,agent-east-03,42.3,56.3,53.1,6
BUILD-0975,agent-east-04,45.8,68.2,68.7,4
BUILD-0976,agent-west-04,97.0,87.6,88.4,1
BUILD-0977,agent-central-03,45.9,61.3,46.6,6
BUILD-0978,agent-west-03,74.4,68.7,99.2,0
BUILD-0979,agent-central-03,48.0,62.7,61.5,6
BUILD-0980,agent-west-02,54.6,61.7,62.3,6
BUILD-0981,agent-west-05,97.3,92.7,97.8,1
BUILD-0982,agent-central-01,46.7,47.9,52.3,3
BUILD-0983,agent-central-02,40.1,42.3,59.7,4
BUILD-0984,agent-west-05,73.1,68.5,91.7,0
BUILD-0985,agent-west-03,51.6,59.6,64.9,6
BUILD-0986,agent-west-02,93.3,86.9,89.7,0
BUILD-0987,agent-east-02,71.2,54.9,62.4,3
BUILD-0988,agent-central-01,64.2,60.0,60.0,4
BUILD-0989,agent-central-03,66.3,45.6,68.0,2
BUILD-0990,agent-west-02,62.3,74.3,55.3,3
BUILD-0991,agent-central-02,68.6,58.9,62.5,3
BUILD-0992,agent-west-04,55.6,41.1,52.5,5
BUILD-0993,agent-central-01,50.6,55.5,66.6,3
BUILD-0994,agent-central-03,36.4,57.2,49.7,6
BUILD-0995,agent-central-01,55.6,64.5,55.4,1
BUILD-0996,agent-west-05,42.0,41.3,64.6,2
BUILD-0997,agent-west-03,76.0,52.2,67.8,2
BUILD-0998,agent-west-05,58.1,66.0,73.0,1
BUILD-0999,agent-central-03,88.6,89.6,91.4,0
BUILD-1000,agent-central-02,53.0,50.0,64.5,2
BUILD-1001,agent-east-01,73.1,77.1,94.6,0
BUILD-1002,agent-central-03,52.8,57.2,73.6,1
BUILD-1003,agent-east-04,40.4,65.0,51.3,6
BUILD-1004,agent-central-01,67.4,57.6,72.4,1
BUILD-1005,agent-east-02,92.5,94.9,98.6,0
BUILD-1006,agent-east-02,84.3,67.8,96.5,0
BUILD-1007,agent-east-04,78.0,77.6,92.4,0
BUILD-1008,agent-central-02,57.5,61.9,69.3,2
BUILD-1009,agent-east-02,53.2,46.7,57.2,2
BUILD-1010,agent-central-01,59.9,57.5,67.0,4
BUILD-1011,agent-central-02,59.1,58.7,76.8,4
BUILD-1012,agent-central-02,75.7,64.3,59.8,3
BUILD-1013,agent-central-03,87.2,87.2,93.8,0
BUILD-1014,agent-east-04,37.2,59.8,65.0,3
BUILD-1015,agent-west-05,54.5,53.5,62.4,5
BUILD-1016,agent-east-03,96.3,91.0,98.7,0
BUILD-1017,agent-west-04,50.0,69.4,79.7,3
BUILD-1018,agent-east-04,41.5,44.2,58.4,4
BUILD-1019,agent-east-02,86.3,93.2,93.9,0
BUILD-1020,agent-east-01,75.8,79.6,90.4,0
BUILD-1021,agent-central-03,65.4,41.2,58.3,5
BUILD-1022,agent-east-02,45.8,53.9,65.3,2
BUILD-1023,agent-east-04,76.6,74.0,98.7,0
BUILD-1024,agent-east-02,36.4,44.2,71.4,2
BUILD-1025,agent-central-03,56.3,70.4,61.5,1
BUILD-1026,agent-central-01,50.8,57.5,66.3,6
BUILD-1027,agent-west-02,67.9,43.3,56.0,3
BUILD-1028,agent-central-01,75.6,49.5,61.4,4
BUILD-1029,agent-east-03,59.4,56.0,48.9,3
BUILD-1030,agent-central-01,46.4,65.5,69.4,1
BUILD-1031,agent-west-03,90.4,87.3,97.7,1
BUILD-1032,agent-east-02,71.8,71.5,63.4,4
BUILD-1033,agent-central-02,67.4,65.8,57.4,4
BUILD-1034,agent-east-03,75.6,69.0,97.5,0
BUILD-1035,agent-east-04,83.2,75.7,94.9,0
BUILD-1036,agent-central-02,45.8,58.1,68.2,2
BUILD-1037,agent-west-05,49.4,54.7,59.4,4
BUILD-1038,agent-east-03,57.6,40.5,47.5,2
BUILD-1039,agent-central-01,77.2,77.3,98.6,0
BUILD-1040,agent-west-03,67.5,45.3,49.2,5
BUILD-1041,agent-central-01,56.1,56.8,71.8,3
BUILD-1042,agent-central-03,57.3,73.9,77.7,4
BUILD-1043,agent-east-02,78.8,66.6,99.3,0
BUILD-1044,agent-central-03,49.2,68.9,81.3,3
BUILD-1045,agent-east-02,81.1,79.8,98.8,0
BUILD-1046,agent-west-05,77.7,72.5,91.4,0
BUILD-1047,agent-east-01,66.2,59.2,67.6,3
BUILD-1048,agent-east-04,83.2,71.3,93.8,0
BUILD-1049,agent-east-03,57.8,60.5,69.1,4
BUILD-1050,agent-west-01,58.4,63.0,66.5,2
BUILD-1051,agent-west-01,56.0,49.4,71.5,2
BUILD-1052,agent-west-01,51.1,61.0,54.1,3
BUILD-1053,agent-east-03,56.1,71.2,75.6,1
BUILD-1054,agent-central-01,62.8,40.4,50.2,4
BUILD-1055,agent-east-04,80.8,68.0,95.0,0
BUILD-1056,agent-west-05,65.5,55.8,67.4,4
BUILD-1057,agent-west-01,54.7,52.1,65.3,3
BUILD-1058,agent-central-03,50.7,61.2,77.3,1
BUILD-1059,agent-central-02,77.6,72.6,69.7,1
BUILD-1060,agent-central-03,51.9,50.3,59.2,3
BUILD-1061,agent-central-01,52.8,56.1,67.9,2
BUILD-1062,agent-west-04,64.5,45.6,69.4,6
BUILD-1063,agent-west-03,51.3,57.9,67.0,4
BUILD-1064,agent-east-02,49.2,50.6,67.9,2
BUILD-1065,agent-east-03,65.9,64.4,66.4,2
BUILD-1066,agent-central-01,60.6,70.7,55.7,2
BUILD-1067,agent-central-02,59.9,73.7,71.2,2
BUILD-1068,agent-central-03,56.4,68.7,69.5,4
BUILD-1069,agent-east-02,37.7,55.7,52.2,6
BUILD-1070,agent-central-01,54.9,55.7,67.9,1
BUILD-1071,agent-east-04,76.7,65.8,81.2,1
BUILD-1072,agent-central-03,75.2,55.8,76.9,1
BUILD-1073,agent-west-02,45.5,61.3,67.2,1
BUILD-1074,agent-east-03,63.1,54.9,75.3,4
BUILD-1075,agent-east-04,77.0,73.7,69.8,1
BUILD-1076,agent-central-02,52.7,54.3,53.1,3
BUILD-1077,agent-east-03,67.7,56.1,70.7,3
BUILD-1078,agent-central-02,37.1,45.7,58.0,5
BUILD-1079,agent-central-02,79.6,74.8,90.0,0
BUILD-1080,agent-west-02,51.6,61.9,71.4,4
BUILD-1081,agent-central-01,53.7,40.5,71.5,5
BUILD-1082,agent-west-05,47.3,43.5,45.7,6
BUILD-1083,agent-west-02,61.3,44.0,64.8,4
BUILD-1084,agent-west-03,46.8,70.7,80.7,2
BUILD-1085,agent-west-04,77.9,75.5,65.9,3
BUILD-1086,agent-west-04,84.9,68.3,94.0,0
BUILD-1087,agent-central-02,64.0,72.9,75.2,2
BUILD-1088,agent-east-04,95.1,86.6,94.2,0
BUILD-1089,agent-central-02,36.9,57.3,65.9,2
BUILD-1090,agent-east-04,89.5,86.6,94.4,0
BUILD-1091,agent-west-03,72.7,71.2,99.1,0
BUILD-1092,agent-central-03,53.1,64.8,74.7,1
BUILD-1093,agent-east-03,98.4,95.0,89.0,1
BUILD-1094,agent-west-05,63.0,48.9,81.1,1
BUILD-1095,agent-east-02,38.2,60.9,70.1,2
BUILD-1096,agent-west-01,45.2,61.2,45.4,3
BUILD-1097,agent-west-01,65.8,41.9,70.1,3
BUILD-1098,agent-central-02,50.0,57.8,78.7,1
BUILD-1099,agent-east-02,54.3,68.2,56.8,4
BUILD-1100,agent-central-03,57.0,62.1,78.9,2
BUILD-1101,agent-central-02,44.1,61.0,45.1,5
BUILD-1102,agent-central-01,51.0,53.4,45.2,5
BUILD-1103,agent-east-01,46.1,55.6,56.1,3
BUILD-1104,agent-central-01,72.2,70.2,66.8,1
BUILD-1105,agent-central-02,70.0,70.0,68.8,1
BUILD-1106,agent-east-04,75.2,79.7,95.6,0
BUILD-1107,agent-central-02,55.7,57.6,68.3,3
BUILD-1108,agent-central-03,72.3,74.1,95.4,0
BUILD-1109,agent-east-04,74.7,49.6,64.7,1
BUILD-1110,agent-east-04,72.8,76.2,99.0,0
BUILD-1111,agent-east-01,45.4,47.0,70.8,2
BUILD-1112,agent-east-04,63.0,48.1,59.5,3
BUILD-1113,agent-east-03,37.9,51.6,70.0,3
BUILD-1114,agent-east-02,75.9,58.0,60.0,1
BUILD-1115,agent-east-01,75.7,67.8,93.4,0
BUILD-1116,agent-east-01,72.1,68.5,99.6,0
BUILD-1117,agent-central-03,80.5,66.6,90.8,0
BUILD-1118,agent-west-04,79.9,77.0,96.2,0
BUILD-1119,agent-east-01,68.8,66.1,64.9,2
BUILD-1120,agent-east-02,79.4,77.8,93.8,0
BUILD-1121,agent-east-03,52.3,41.0,47.7,4
BUILD-1122,agent-west-03,66.8,62.7,58.2,4
BUILD-1123,agent-east-04,92.7,88.7,89.2,0
BUILD-1124,agent-west-04,76.6,76.7,93.7,0
BUILD-1125,agent-east-03,52.6,65.1,58.6,3
BUILD-1126,agent-central-01,48.0,50.2,50.9,3
BUILD-1127,agent-central-01,60.5,61.7,50.5,3
BUILD-1128,agent-west-05,77.5,73.7,62.6,1
BUILD-1129,agent-west-03,68.6,73.0,72.3,1
BUILD-1130,agent-west-05,56.2,67.2,77.5,2
BUILD-1131,agent-central-02,46.2,74.9,71.4,2
BUILD-1132,agent-west-01,77.3,51.2,70.4,4
BUILD-1133,agent-central-03,46.5,48.2,64.1,6
BUILD-1134,agent-east-02,77.2,73.4,90.7,0
BUILD-1135,agent-central-02,66.4,55.1,56.9,3
BUILD-1136,agent-east-03,96.6,95.5,96.7,1
BUILD-1137,agent-west-01,46.6,52.0,78.2,2
BUILD-1138,agent-east-04,49.1,43.0,60.6,5
BUILD-1139,agent-east-03,75.5,67.4,98.2,0
BUILD-1140,agent-west-04,67.9,61.4,61.6,1
BUILD-1141,agent-east-01,91.7,91.1,97.4,0
BUILD-1142,agent-east-03,65.9,71.9,73.3,2
BUILD-1143,agent-east-01,87.8,91.0,95.3,0
BUILD-1144,agent-central-01,66.6,54.1,71.2,2
BUILD-1145,agent-east-01,79.7,79.2,93.4,0
BUILD-1146,agent-east-01,82.2,67.1,91.4,0
BUILD-1147,agent-central-02,70.7,54.8,78.3,4
BUILD-1148,agent-west-04,70.0,50.9,76.9,4
BUILD-1149,agent-central-03,51.1,60.1,67.0,1
BUILD-1150,agent-central-02,49.5,57.6,67.9,4
BUILD-1151,agent-central-02,39.1,51.0,69.1,5
BUILD-1152,agent-central-03,56.5,59.3,45.1,6
BUILD-1153,agent-east-04,70.2,74.7,93.9,0
BUILD-1154,agent-east-02,83.3,65.2,99.5,0
BUILD-1155,agent-east-03,80.5,69.9,98.8,0
BUILD-1156,agent-west-03,66.6,73.1,81.3,4
BUILD-1157,agent-west-02,52.1,75.4,77.4,3
BUILD-1158,agent-east-04,68.9,56.6,76.6,3
BUILD-1159,agent-central-02,75.4,66.7,81.2,1
BUILD-1160,agent-central-01,60.3,55.4,73.5,2
BUILD-1161,agent-west-03,43.7,53.8,67.7,5
BUILD-1162,agent-west-01,72.2,65.5,70.8,3
BUILD-1163,agent-east-03,72.9,66.7,77.4,3
BUILD-1164,agent-central-02,37.8,60.8,51.5,3
BUILD-1165,agent-central-02,84.2,79.3,92.2,0
BUILD-1166,agent-west-05,57.1,72.1,58.9,2
BUILD-1167,agent-east-02,74.5,62.6,74.1,3
BUILD-1168,agent-central-01,88.0,86.2,92.7,0
BUILD-1169,agent-central-01,61.1,60.4,62.9,1
BUILD-1170,agent-west-03,45.2,48.7,46.5,6
BUILD-1171,agent-central-02,37.3,57.8,48.9,5
BUILD-1172,agent-central-01,63.0,58.1,61.4,1
BUILD-1173,agent-central-03,68.3,66.1,66.6,2
BUILD-1174,agent-east-02,35.9,56.4,59.4,6
BUILD-1175,agent-east-04,55.0,43.5,55.7,4
BUILD-1176,agent-west-02,70.2,58.7,76.0,2
BUILD-1177,agent-east-02,57.6,49.9,63.0,4
BUILD-1178,agent-east-02,72.8,72.7,91.1,0
BUILD-1179,agent-west-04,65.6,45.4,59.9,3
BUILD-1180,agent-east-04,77.2,65.9,93.3,0
BUILD-1181,agent-east-03,52.7,51.2,60.8,5
BUILD-1182,agent-east-03,78.2,71.1,93.4,0
BUILD-1183,agent-east-01,88.2,94.5,92.6,1
BUILD-1184,agent-east-02,59.1,61.8,60.1,2
BUILD-1185,agent-east-04,92.3,88.8,92.6,0
BUILD-1186,agent-central-01,77.4,74.6,61.9,4
BUILD-1187,agent-west-02,75.8,76.6,96.0,0
BUILD-1188,agent-west-05,68.2,60.9,72.2,2
BUILD-1189,agent-central-02,68.3,53.0,58.6,2
BUILD-1190,agent-east-01,74.7,69.0,93.0,0
BUILD-1191,agent-west-02,67.1,62.4,72.7,3
BUILD-1192,agent-west-05,46.8,73.5,59.8,1
BUILD-1193,agent-west-01,75.9,59.9,59.7,2
BUILD-1194,agent-east-04,39.9,40.1,56.5,3
BUILD-1195,agent-central-02,55.2,58.3,58.7,4
BUILD-1196,agent-east-02,62.3,65.4,65.1,3
BUILD-1197,agent-west-02,53.5,51.5,69.8,2
BUILD-1198,agent-east-03,54.1,51.4,56.0,2
BUILD-1199,agent-central-02,59.3,57.1,72.6,1
BUILD-1200,agent-central-01,64.0,57.2,78.8,3
