build_id,actual_bottleneck,severity
BUILD-1150,PARALLELISATION_PROBLEM,MEDIUM
BUILD-1151,NORMAL,LOW
BUILD-1152,NORMAL,LOW
BUILD-1153,QUEUE_CONGESTION,CRITICAL
BUILD-1154,QUEUE_CONGESTION,CRITICAL
BUILD-1155,QUEUE_CONGESTION,CRITICAL
BUILD-1156,CACHE_PROBLEM,HIGH
BUILD-1157,PARALLELISATION_PROBLEM,HIGH
BUILD-1158,CACHE_PROBLEM,HIGH
BUILD-1159,CACHE_PROBLEM,HIGH
BUILD-1160,CACHE_PROBLEM,MEDIUM
BUILD-1161,NORMAL,LOW
BUILD-1162,PARALLELISATION_PROBLEM,HIGH
BUILD-1163,SLOW_TASK,HIGH
BUILD-1164,NORMAL,LOW
BUILD-1165,QUEUE_CONGESTION,CRITICAL
BUILD-1166,PARALLELISATION_PROBLEM,MEDIUM
BUILD-1167,PARALLELISATION_PROBLEM,HIGH
BUILD-1168,RESOURCE_BOTTLENECK,MEDIUM
BUILD-1169,SLOW_TASK,MEDIUM
BUILD-1170,NORMAL,LOW
BUILD-1171,NORMAL,LOW
BUILD-1172,SLOW_TASK,CRITICAL
BUILD-1173,CACHE_PROBLEM,MEDIUM
BUILD-1174,NORMAL,LOW
BUILD-1175,NORMAL,LOW
BUILD-1176,PARALLELISATION_PROBLEM,HIGH
BUILD-1177,PARALLELISATION_PROBLEM,MEDIUM
BUILD-1178,QUEUE_CONGESTION,MEDIUM
BUILD-1179,NORMAL,LOW
BUILD-1180,QUEUE_CONGESTION,CRITICAL
BUILD-1181,NORMAL,LOW
BUILD-1182,QUEUE_CONGESTION,HIGH
BUILD-1183,RESOURCE_BOTTLENECK,CRITICAL
BUILD-1184,PARALLELISATION_PROBLEM,HIGH
BUILD-1185,RESOURCE_BOTTLENECK,CRITICAL
BUILD-1186,CACHE_PROBLEM,MEDIUM
BUILD-1187,QUEUE_CONGESTION,HIGH
BUILD-1188,CACHE_PROBLEM,HIGH
BUILD-1189,CACHE_PROBLEM,MEDIUM
BUILD-1190,QUEUE_CONGESTION,HIGH
BUILD-1191,PARALLELISATION_PROBLEM,HIGH
BUILD-1192,SLOW_TASK,HIGH
BUILD-1193,PARALLELISATION_PROBLEM,MEDIUM
BUILD-1194,NORMAL,LOW
BUILD-1195,NORMAL,LOW
BUILD-1196,CACHE_PROBLEM,HIGH
BUILD-1197,PARALLELISATION_PROBLEM,HIGH
BUILD-1198,NORMAL,LOW
BUILD-1199,CACHE_PROBLEM,MEDIUM
BUILD-1200,PARALLELISATION_PROBLEM,MEDIUM
